origin,destination,origin_country,destination_country,count
KPCM,KZPH,US,US,1
KPCW,33OI,US,US,1
KPCW,36OH,US,US,1
KPCW,69OI,US,US,1
KPCW,7OH1,US,US,1
KPBF,KPLK,US,US,1
KPCW,FA37,US,US,1
KPCW,KCGF,US,US,1
KPCW,KDAY,US,US,1
KPCW,KFMY,US,US,1
KPCW,KI74,US,US,1
KPCW,KMBT,US,US,1
KPCW,KMQY,US,US,1
KPCW,OI45,US,US,1
KPCW,OI62,US,US,1
KPCZ,28IL,US,US,1
KPCZ,2NY9,US,US,1
KPCZ,5WI4,US,US,1
KPCM,KNUN,US,US,1
KPCM,KJAX,US,US,1
KPCM,KCRG,US,US,1
KPCM,KCLW,US,US,1
KPBG,4NY0,US,US,1
KPBG,KBLM,US,US,1
KPBG,KFRG,US,US,1
KPBG,KMGJ,US,US,1
KPBG,NY60,US,US,1
KPBG,PS39,US,US,1
KPBG,VT14,US,US,1
KPBG,VT22,US,US,1
KPBG,VT26,US,US,1
KPBG,VT46,US,US,1
KPCM,02FA,US,US,1
KPCM,03FA,US,US,1
KPCM,23FL,US,US,1
KPCM,28FL,US,US,1
KPCM,31FA,US,US,1
KPCM,34FL,US,US,1
KPCM,4FL9,US,US,1
KPCM,6FD7,US,US,1
KPCM,FA29,US,US,1
KPCM,FA71,US,US,1
KPCM,FA77,US,US,1
KPCM,FL50,US,US,1
KPCM,FL57,US,US,1
KPCM,FL97,US,US,1
KPCM,KAPF,US,US,1
KPAN,KTOA,US,US,1
KPAN,KSEZ,US,US,1
KPAN,KRAL,US,US,1
KPAE,K68S,US,US,1
KPAE,78WA,US,US,1
KPAE,7WA5,US,US,1
KPAE,8AN6,US,US,1
KPAE,91TE,US,US,1
KPAE,AZ19,US,US,1
KPAE,CA09,US,US,1
KPAE,CA16,US,US,1
KPAE,CD14,US,US,1
KPAE,K0S9,US,US,1
KPAE,K74S,US,US,1
KPAE,KOKH,US,US,1
KPAE,KAPA,US,US,1
KPAE,KAPC,US,US,1
KPAE,KAVQ,US,US,1
KPAE,KBAB,US,US,1
KPAE,KBNA,US,US,1
KPAE,KBUR,US,US,1
KPAE,KDWH,US,US,1
KPAE,KEIK,US,US,1
KPAE,KHPN,US,US,1
KPAE,KMKC,US,US,1
KPAE,KMNM,US,US,1
KPAE,KMZJ,US,US,1
KPAE,55WA,US,US,1
KPAE,51WA,US,US,1
KPAE,4OR7,US,US,1
KPAE,44OR,US,US,1
KP52,2AZ3,US,US,1
KP52,KAVQ,US,US,1
KP52,KCRQ,US,US,1
KP52,KE67,US,US,1
KP52,KONT,US,US,1
KP52,KP23,US,US,1
KP52,KPHX,US,US,1
KP52,KPSP,US,US,1
KP52,KRAL,US,US,1
KP52,KREI,US,US,1
KP52,KRIV,US,US,1
KP52,KSEE,US,US,1
KP52,KSMO,US,US,1
KP52,KTEX,US,US,1
KP52,KTUS,US,US,1
KP52,KU77,US,US,1
KP52,UT13,US,US,1
KPAE,04WA,US,US,1
KPAE,0TS2,US,US,1
KPAE,12WA,US,US,1
KPAE,1OR3,US,US,1
KPAE,1WA6,US,US,1
KPAE,32OR,US,US,1
KPAE,35OR,US,US,1
KPAE,KNUW,US,US,1
KPAE,KONP,US,US,1
KPAN,KP52,US,US,1
KPAN,28AZ,US,US,1
KPAE,WN49,US,US,1
KPAE,WN76,US,US,1
KPAM,2FD8,US,US,1
KPAM,K14J,US,US,1
KPAM,KAAF,US,US,1
KPAM,KATL,US,US,1
KPAM,KDHN,US,US,1
KPAM,KNFJ,US,US,1
KPAM,KX13,US,US,1
KPAN,10AZ,US,US,1
KPAN,27AZ,US,US,1
KPAN,2AZ7,US,US,1
KPAE,KPLU,US,US,1
KPAN,48AZ,US,US,1
KPAN,AZ57,US,US,1
KPAN,AZ79,US,US,1
KPAN,K40G,US,US,1
KPAN,KBXK,US,US,1
KPAN,KCCB,US,US,1
KPAN,KCRQ,US,US,1
KPAN,KE60,US,US,1
KPAN,KE67,US,US,1
KPAN,KHND,US,US,1
KPAN,KP08,US,US,1
KPAN,KP23,US,US,1
KPAE,WN42,US,US,1
KPAE,WN21,US,US,1
KPAE,WN14,US,US,1
KPAE,WN07,US,US,1
KPAE,KRHV,US,US,1
KPAE,KRIR,US,US,1
KPAE,KROG,US,US,1
KPAE,KRVS,US,US,1
KPAE,KSAC,US,US,1
KPAE,KSMO,US,US,1
KPAE,KSPG,US,US,1
KPAE,KTUS,US,US,1
KPAE,KU42,US,US,1
KPAE,KYKM,US,US,1
KPAE,MT54,US,US,1
KPAE,OR38,US,US,1
KPAE,OR87,US,US,1
KPAE,UT13,US,US,1
KPAE,WA04,US,US,1
KPAE,WA17,US,US,1
KPAE,WA18,US,US,1
KPAE,WA25,US,US,1
KPAE,WA35,US,US,1
KPAE,WA56,US,US,1
KPAE,WA61,US,US,1
KPAE,WA68,US,US,1
KPAE,WA88,US,US,1
KPCZ,K1H2,US,US,1
KPCZ,K5N2,US,US,1
KPDK,K4A6,US,US,1
KPDK,GE33,US,US,1
KPDK,IN26,US,US,1
KPDK,K02C,US,US,1
KPDK,K17J,US,US,1
KPDK,K19A,US,US,1
KPDK,K1F0,US,US,1
KPDK,K20A,US,US,1
KPDK,K33J,US,US,1
KPDK,K3A1,US,US,1
KPDK,K3A4,US,US,1
KPDK,K3N6,US,US,1
KPDK,K42J,US,US,1
KPDK,K5A6,US,US,1
KPDK,KCEU,US,US,1
KPDK,K5I4,US,US,1
KPDK,K79J,US,US,1
KPDK,K8A6,US,US,1
KPDK,K8W2,US,US,1
KPDK,KABQ,US,US,1
KPDK,KACK,US,US,1
KPDK,KAXH,US,US,1
KPDK,KBCT,US,US,1
KPDK,KBKL,US,US,1
KPDK,KBMG,US,US,1
KPDK,KBOI,US,US,1
KPDK,KC74,US,US,1
KPDK,GA95,US,US,1
KPDK,GA93,US,US,1
KPDK,GA81,US,US,1
KPDK,GA80,US,US,1
KPDK,AL76,US,US,1
KPDK,CT14,US,US,1
KPDK,FA18,US,US,1
KPDK,FA37,US,US,1
KPDK,FA64,US,US,1
KPDK,FA80,US,US,1
KPDK,FA83,US,US,1
KPDK,FD14,US,US,1
KPDK,FD48,US,US,1
KPDK,FD92,US,US,1
KPDK,FD96,US,US,1
KPDK,FL17,US,US,1
KPDK,FL60,US,US,1
KPDK,FL66,US,US,1
KPDK,FL97,US,US,1
KPDK,GA08,US,US,1
KPDK,GA10,US,US,1
KPDK,GA68,US,US,1
KPDK,GA75,US,US,1
KPDK,GA79,US,US,1
KPDK,KCDW,US,US,1
KPDK,KCHA,US,US,1
KPDK,AL12,US,US,1
KPDK,KISO,US,US,1
KPDK,KHFY,US,US,1
KPDK,KHHR,US,US,1
KPDK,KHKY,US,US,1
KPDK,KHLG,US,US,1
KPDK,KHND,US,US,1
KPDK,KHRJ,US,US,1
KPDK,KHSD,US,US,1
KPDK,KHVN,US,US,1
KPDK,KHWO,US,US,1
KPDK,KHWV,US,US,1
KPDK,KI69,US,US,1
KPDK,KIPJ,US,US,1
KPDK,KIWS,US,US,1
KPDK,KCLL,US,US,1
KPDK,KJEF,US,US,1
KPDK,KJFK,US,US,1
KPDK,KJQF,US,US,1
KPDK,KJYO,US,US,1
KPDK,KLCK,US,US,1
KPDK,KLEE,US,US,1
KPDK,KLGA,US,US,1
KPDK,KLGC,US,US,1
KPDK,KLKR,US,US,1
KPDK,KLNK,US,US,1
KPDK,KLOT,US,US,1
KPDK,KLQK,US,US,1
KPDK,KGZS,US,US,1
KPDK,KGWW,US,US,1
KPDK,KGRB,US,US,1
KPDK,KGMU,US,US,1
KPDK,KCPS,US,US,1
KPDK,KCRQ,US,US,1
KPDK,KCTY,US,US,1
KPDK,KDAY,US,US,1
KPDK,KDCM,US,US,1
KPDK,KDEN,US,US,1
KPDK,KDKX,US,US,1
KPDK,KDMW,US,US,1
KPDK,KDPL,US,US,1
KPDK,KDTO,US,US,1
KPDK,KDTW,US,US,1
KPDK,KEDC,US,US,1
KPDK,KEGI,US,US,1
KPDK,KEKY,US,US,1
KPDK,KEVB,US,US,1
KPDK,KEWR,US,US,1
KPDK,KEZF,US,US,1
KPDK,KFET,US,US,1
KPDK,KFLD,US,US,1
KPDK,KFTG,US,US,1
KPDK,KFTT,US,US,1
KPDK,KFWA,US,US,1
KPDK,KFWQ,US,US,1
KPDK,KFYV,US,US,1
KPDK,KGLH,US,US,1
KPDK,AL69,US,US,1
KPDK,AL08,US,US,1
KPCZ,K61C,US,US,1
KPDK,1II8,US,US,1
KPDK,07TN,US,US,1
KPDK,09MO,US,US,1
KPDK,0NE6,US,US,1
KPDK,0WI5,US,US,1
KPDK,14FA,US,US,1
KPDK,14VA,US,US,1
KPDK,16FL,US,US,1
KPDK,16PA,US,US,1
KPDK,19GA,US,US,1
KPDK,1FD4,US,US,1
KPDK,1GA9,US,US,1
KPDK,1GE3,US,US,1
KPDK,1MI5,US,US,1
KPDK,33MO,US,US,1
KPDK,1NC5,US,US,1
KPDK,21NH,US,US,1
KPDK,22GA,US,US,1
KPDK,26NC,US,US,1
KPDK,27GA,US,US,1
KPDK,27OH,US,US,1
KPDK,2AL3,US,US,1
KPDK,2FL0,US,US,1
KPDK,2GA5,US,US,1
KPDK,2IN4,US,US,1
KPDK,2IS9,US,US,1
KPDK,2KS9,US,US,1
KPDC,WS91,US,US,1
KPDC,KTYQ,US,US,1
KPDC,KPWK,US,US,1
KPDC,KMSN,US,US,1
KPCZ,KALN,US,US,1
KPCZ,KCLI,US,US,1
KPCZ,KCLW,US,US,1
KPCZ,KCMA,US,US,1
KPCZ,KDPA,US,US,1
KPCZ,KLPR,US,US,1
KPCZ,KMNM,US,US,1
KPCZ,KNFJ,US,US,1
KPCZ,KOSH,US,US,1
KPCZ,KSBM,US,US,1
KPCZ,KSTC,US,US,1
KPCZ,KSTE,US,US,1
KPCZ,KSVH,US,US,1
KPCZ,OH60,US,US,1
KPCZ,OI45,US,US,1
KPCZ,WI77,US,US,1
KPDC,34WI,US,US,1
KPDC,7IA3,US,US,1
KPDC,8WI3,US,US,1
KPDC,9WI5,US,US,1
KPDC,KDLL,US,US,1
KPDC,KEFT,US,US,1
KPDC,KFCM,US,US,1
KPDC,KGRB,US,US,1
KPDC,KMDW,US,US,1
KPDK,2PA6,US,US,1
KPDK,34II,US,US,1
KPDK,9TX7,US,US,1
KPDK,7XS0,US,US,1
KPDK,6FL3,US,US,1
KPDK,6GA4,US,US,1
KPDK,6GA8,US,US,1
KPDK,6PN5,US,US,1
KPDK,6PN9,US,US,1
KPDK,6TN9,US,US,1
KPDK,73MU,US,US,1
KPDK,77OH,US,US,1
KPDK,78GA,US,US,1
KPDK,7AL2,US,US,1
KPDK,7GA9,US,US,1
KPDK,7IS2,US,US,1
KPDK,80FD,US,US,1
KPDK,35FA,US,US,1
KPDK,80TN,US,US,1
KPDK,81GA,US,US,1
KPDK,83MU,US,US,1
KPDK,86TA,US,US,1
KPDK,87NC,US,US,1
KPDK,89GE,US,US,1
KPDK,8GA6,US,US,1
KPDK,8GA7,US,US,1
KPDK,8GA9,US,US,1
KPDK,97FL,US,US,1
KPDK,9GA9,US,US,1
KPDK,9GE7,US,US,1
KPDK,6FD6,US,US,1
KPDK,66MI,US,US,1
KPDK,66FD,US,US,1
KPDK,5VG2,US,US,1
KPDK,3GA0,US,US,1
KPDK,3GA1,US,US,1
KPDK,3GE9,US,US,1
KPDK,3II9,US,US,1
KPDK,3IL9,US,US,1
KPDK,3NC0,US,US,1
KPDK,3NC5,US,US,1
KPDK,3NC7,US,US,1
KPDK,3PS4,US,US,1
KPDK,3PS9,US,US,1
KPDK,40FL,US,US,1
KPDK,40IN,US,US,1
KPDK,43NC,US,US,1
KPDK,45OK,US,US,1
KPDK,46FD,US,US,1
KPDK,47II,US,US,1
KPDK,4GA6,US,US,1
KPDK,4GE2,US,US,1
KPDK,4IS7,US,US,1
KPDK,4SC4,US,US,1
KPDK,4TE9,US,US,1
KPDK,51IS,US,US,1
KPDK,53OH,US,US,1
KPDK,57NC,US,US,1
KPDK,5GA3,US,US,1
KORD,AZ79,US,US,1
KORD,AL69,US,US,1
KNPA,68FD,US,US,1
KOAK,KLVJ,US,US,1
KOAK,KFNL,US,US,1
KOAK,KFRG,US,US,1
KOAK,KFUL,US,US,1
KOAK,KFXE,US,US,1
KOAK,KGYR,US,US,1
KOAK,KIGQ,US,US,1
KOAK,KL08,US,US,1
KOAK,KL73,US,US,1
KOAK,KLCK,US,US,1
KOAK,KLDJ,US,US,1
KOAK,KLEB,US,US,1
KOAK,KLPC,US,US,1
KOAK,KMFR,US,US,1
KOAK,KEDC,US,US,1
KOAK,KMKE,US,US,1
KOAK,KMSN,US,US,1
KOAK,KO08,US,US,1
KOAK,KO20,US,US,1
KOAK,KO41,US,US,1
KOAK,KOAR,US,US,1
KOAK,KOXR,US,US,1
KOAK,KPIE,US,US,1
KOAK,KPOC,US,US,1
KOAK,KPRC,US,US,1
KOAK,KPUB,US,US,1
KOAK,KPUJ,US,US,1
KOAK,KF70,US,US,1
KOAK,KDWA,US,US,1
KOAR,KLSN,US,US,1
KOAK,K1O2,US,US,1
KOAK,CL56,US,US,1
KOAK,CL74,US,US,1
KOAK,CN19,US,US,1
KOAK,FA46,US,US,1
KOAK,FL57,US,US,1
KOAK,IN44,US,US,1
KOAK,IS40,US,US,1
KOAK,JY39,US,US,1
KOAK,K18V,US,US,1
KOAK,K36U,US,US,1
KOAK,KD83,US,US,1
KOAK,K61B,US,US,1
KOAK,KAKH,US,US,1
KOAK,KATW,US,US,1
KOAK,KAWO,US,US,1
KOAK,KBLM,US,US,1
KOAK,KCIC,US,US,1
KOAK,KCLE,US,US,1
KOAK,KCNO,US,US,1
KOAK,KCOS,US,US,1
KOAK,KCPU,US,US,1
KOAK,KCQX,US,US,1
KOAK,KCVG,US,US,1
KOAK,KPVD,US,US,1
KOAK,KRNT,US,US,1
KOAK,KROC,US,US,1
KOAR,CA49,US,US,1
KOAK,WN61,US,US,1
KOAR,02XS,US,US,1
KOAR,0CA4,US,US,1
KOAR,37CN,US,US,1
KOAR,4AZ0,US,US,1
KOAR,53CN,US,US,1
KOAR,63CN,US,US,1
KOAR,65CL,US,US,1
KOAR,7CL9,US,US,1
KOAR,8CL9,US,US,1
KOAR,CA20,US,US,1
KOAR,CA32,US,US,1
KOAK,KROG,US,US,1
KOAR,FD83,US,US,1
KOAR,K18V,US,US,1
KOAR,KADS,US,US,1
KOAR,KBFI,US,US,1
KOAR,KDAL,US,US,1
KOAR,KEWB,US,US,1
KOAR,KEWR,US,US,1
KOAR,KF70,US,US,1
KOAR,KFUL,US,US,1
KOAR,KHSD,US,US,1
KOAR,KILG,US,US,1
KOAR,KL84,US,US,1
KOAK,WA07,US,US,1
KOAK,TX70,US,US,1
KOAK,TS53,US,US,1
KOAK,KRYN,US,US,1
KOAK,KS03,US,US,1
KOAK,KSBA,US,US,1
KOAK,KSCH,US,US,1
KOAK,KSDM,US,US,1
KOAK,KSGR,US,US,1
KOAK,KSTP,US,US,1
KOAK,KSUU,US,US,1
KOAK,KTPA,US,US,1
KOAK,KTUS,US,US,1
KOAK,KU77,US,US,1
KOAK,KUGN,US,US,1
KOAK,KUMP,US,US,1
KOAK,KWLW,US,US,1
KOAK,KX04,US,US,1
KOAK,LL74,US,US,1
KOAK,LL78,US,US,1
KOAK,MT54,US,US,1
KOAK,MT84,US,US,1
KOAK,NE42,US,US,1
KOAK,OI45,US,US,1
KOAK,OL12,US,US,1
KOAK,OR73,US,US,1
KOAK,CL35,US,US,1
KOAK,CA88,US,US,1
KO70,CA03,US,US,1
KO69,KUKI,US,US,1
KO69,KVGT,US,US,1
KO69,KWHP,US,US,1
KO69,KWVI,US,US,1
KO70,08CL,US,US,1
KO70,1OR3,US,US,1
KO70,22CL,US,US,1
KO70,34CN,US,US,1
KO70,5CL1,US,US,1
KO70,6CA6,US,US,1
KO70,77CA,US,US,1
KO70,7CL9,US,US,1
KO70,K2O6,US,US,1
KO88,13CL,US,US,1
KO70,KBAB,US,US,1
KO70,KEDU,US,US,1
KO70,KF72,US,US,1
KO70,KGOO,US,US,1
KO70,KHWD,US,US,1
KO70,KLVK,US,US,1
KO70,KMCE,US,US,1
KO70,KMOD,US,US,1
KO70,KPSP,US,US,1
KO70,KRHV,US,US,1
KO70,KSAC,US,US,1
KO70,KSBP,US,US,1
KO69,KTVL,US,US,1
KO69,KTRK,US,US,1
KO69,KSNS,US,US,1
KO69,KSMF,US,US,1
KO61,KTCY,US,US,1
KO61,KTVL,US,US,1
KO61,KWVI,US,US,1
KO69,25CL,US,US,1
KO69,27CL,US,US,1
KO69,35CN,US,US,1
KO69,3CA7,US,US,1
KO69,8CA5,US,US,1
KO69,98CL,US,US,1
KO69,CN12,US,US,1
KO69,K1O2,US,US,1
KO69,KAVX,US,US,1
KO69,KBFI,US,US,1
KO69,KBUR,US,US,1
KO69,KE16,US,US,1
KO69,KFAT,US,US,1
KO69,KIWA,US,US,1
KO69,KLAS,US,US,1
KO69,KLGB,US,US,1
KO69,KMHR,US,US,1
KO69,KMOD,US,US,1
KO69,KNUQ,US,US,1
KO69,KSFO,US,US,1
KO69,KSKX,US,US,1
KO69,KSLC,US,US,1
KO70,KSNS,US,US,1
KO88,4CA2,US,US,1
KOAK,CA57,US,US,1
KOAK,66CA,US,US,1
KOAK,2KS9,US,US,1
KOAK,2LL5,US,US,1
KOAK,2MO1,US,US,1
KOAK,35MN,US,US,1
KOAK,35OR,US,US,1
KOAK,38CA,US,US,1
KOAK,41IL,US,US,1
KOAK,4CL3,US,US,1
KOAK,4FL9,US,US,1
KOAK,4GE2,US,US,1
KOAK,59CA,US,US,1
KOAK,63CN,US,US,1
KOAK,67CA,US,US,1
KO88,9CL9,US,US,1
KOAK,67CL,US,US,1
KOAK,6FD6,US,US,1
KOAK,6IN6,US,US,1
KOAK,74OR,US,US,1
KOAK,78VA,US,US,1
KOAK,8CL9,US,US,1
KOAK,92CA,US,US,1
KOAK,9CL2,US,US,1
KOAK,AZ63,US,US,1
KOAK,AZ79,US,US,1
KOAK,CA09,US,US,1
KOAK,CA22,US,US,1
KOAK,27XS,US,US,1
KOAK,27CL,US,US,1
KOAK,20II,US,US,1
KOAK,1AZ2,US,US,1
KO88,CA51,US,US,1
KO88,CN95,US,US,1
KO88,KE16,US,US,1
KO88,KEDU,US,US,1
KO88,KHWD,US,US,1
KO88,KMHR,US,US,1
KO88,KNUQ,US,US,1
KO88,KO15,US,US,1
KO88,KOAK,US,US,1
KO88,KVCB,US,US,1
KOAJ,51GA,US,US,1
KOAJ,56NC,US,US,1
KOAJ,6NC9,US,US,1
KOAJ,7MD8,US,US,1
KOAJ,KCLT,US,US,1
KOAJ,KDPL,US,US,1
KOAJ,KFRG,US,US,1
KOAJ,KHPN,US,US,1
KOAJ,KISP,US,US,1
KOAJ,NR02,US,US,1
KOAK,05IN,US,US,1
KOAK,07KY,US,US,1
KOAK,0CA3,US,US,1
KOAK,0CA4,US,US,1
KOAK,17IN,US,US,1
KOAR,KLHM,US,US,1
KOAR,KM90,US,US,1
KOJC,KLWC,US,US,1
KOFK,3MN8,US,US,1
KOFF,KADW,US,US,1
KOFF,KBKF,US,US,1
KOFF,KBNA,US,US,1
KOFF,KGRI,US,US,1
KOFF,KHUA,US,US,1
KOFF,KLSE,US,US,1
KOFF,KNKX,US,US,1
KOFF,KRDK,US,US,1
KOFF,KSWT,US,US,1
KOFF,KWRI,US,US,1
KOFF,NE20,US,US,1
KOFF,WA69,US,US,1
KOFK,4IA8,US,US,1
KOFF,97IA,US,US,1
KOFK,54OH,US,US,1
KOFK,75NE,US,US,1
KOFK,AL60,US,US,1
KOFK,IA24,US,US,1
KOFK,KBJC,US,US,1
KOFK,KCOS,US,US,1
KOFK,KFCM,US,US,1
KOFK,KHWD,US,US,1
KOFK,KOLU,US,US,1
KOFK,KTEB,US,US,1
KOFK,MY52,US,US,1
KOFK,NE44,US,US,1
KOFF,K62D,US,US,1
KOFF,0CA3,US,US,1
KOAR,KMAE,US,US,1
KOCQ,WI62,US,US,1
KOCF,KSTC,US,US,1
KOCF,KSUS,US,US,1
KOCF,KTPA,US,US,1
KOCF,KVNC,US,US,1
KOCF,MT54,US,US,1
KOCF,OH28,US,US,1
KOCF,XS39,US,US,1
KOCQ,30WI,US,US,1
KOCQ,7IS2,US,US,1
KOCQ,KAUW,US,US,1
KOCQ,KOSH,US,US,1
KOCW,7NC1,US,US,1
KOEB,MI35,US,US,1
KOCW,82NC,US,US,1
KOCW,KDPL,US,US,1
KOEA,9IS2,US,US,1
KOEA,KMTO,US,US,1
KOEB,35II,US,US,1
KOEB,42MI,US,US,1
KOEB,4MI7,US,US,1
KOEB,KBEH,US,US,1
KOEB,KCMH,US,US,1
KOEB,KRIR,US,US,1
KOFK,NE67,US,US,1
KOGS,8FA4,US,US,1
KOJC,KENW,US,US,1
KOJC,K4A5,US,US,1
KOJC,K4K3,US,US,1
KOJC,K69K,US,US,1
KOJC,K7K8,US,US,1
KOJC,KASG,US,US,1
KOJC,KAUW,US,US,1
KOJC,KBMI,US,US,1
KOJC,KBNA,US,US,1
KOJC,KBTA,US,US,1
KOJC,KCBF,US,US,1
KOJC,KCMH,US,US,1
KOJC,KDPA,US,US,1
KOJC,KEYE,US,US,1
KOGS,KMVL,US,US,1
KOJC,KEZZ,US,US,1
KOJC,KF31,US,US,1
KOJC,KFCM,US,US,1
KOJC,KFLL,US,US,1
KOJC,KFXE,US,US,1
KOJC,KGYY,US,US,1
KOJC,KHND,US,US,1
KOJC,KHSD,US,US,1
KOJC,KI34,US,US,1
KOJC,KIND,US,US,1
KOJC,KK81,US,US,1
KOJC,KLOU,US,US,1
KOJC,II72,US,US,1
KOJC,II67,US,US,1
KOJC,FD83,US,US,1
KOJC,9KS7,US,US,1
KOGS,KPIE,US,US,1
KOIC,20NY,US,US,1
KOJC,00KS,US,US,1
KOJC,0GA9,US,US,1
KOJC,0KS3,US,US,1
KOJC,19IL,US,US,1
KOJC,1KS1,US,US,1
KOJC,21MO,US,US,1
KOJC,22MO,US,US,1
KOJC,2MO0,US,US,1
KOJC,33KS,US,US,1
KOJC,36NE,US,US,1
KOJC,3AR2,US,US,1
KOJC,3KS1,US,US,1
KOJC,40KS,US,US,1
KOJC,4KS1,US,US,1
KOJC,4KS6,US,US,1
KOJC,4MO9,US,US,1
KOJC,62MO,US,US,1
KOJC,6FD7,US,US,1
KOJC,7MN3,US,US,1
KOJC,7MY9,US,US,1
KOJC,89MO,US,US,1
KOJC,8KS3,US,US,1
KOJC,8OK6,US,US,1
KOCF,KSLC,US,US,1
KOCF,KSGR,US,US,1
KOCF,KSCD,US,US,1
KOBI,KVAY,US,US,1
KOBI,KDCA,US,US,1
KOBI,KEVY,US,US,1
KOBI,KFOK,US,US,1
KOBI,KFWQ,US,US,1
KOBI,KGAI,US,US,1
KOBI,KLOM,US,US,1
KOBI,KMJX,US,US,1
KOBI,KN51,US,US,1
KOBI,KN73,US,US,1
KOBI,KOWD,US,US,1
KOBI,KRDU,US,US,1
KOBI,NJ84,US,US,1
KOCF,33FD,US,US,1
KOBI,PN69,US,US,1
KOCF,05FL,US,US,1
KOCF,0WI5,US,US,1
KOCF,10FD,US,US,1
KOCF,14FA,US,US,1
KOCF,19NC,US,US,1
KOCF,1FA9,US,US,1
KOCF,20MO,US,US,1
KOCF,20NC,US,US,1
KOCF,21FA,US,US,1
KOCF,23FL,US,US,1
KOBI,KCXY,US,US,1
KOBI,KBLM,US,US,1
KOBI,KABE,US,US,1
KOBI,K9D4,US,US,1
KOAR,KMCE,US,US,1
KOAR,KMOD,US,US,1
KOAR,KMYV,US,US,1
KOAR,KO27,US,US,1
KOAR,KO60,US,US,1
KOAR,KO69,US,US,1
KOAR,KOXR,US,US,1
KOAR,KPHL,US,US,1
KOAR,KPOC,US,US,1
KOAR,KPRB,US,US,1
KOAR,KPSP,US,US,1
KOAR,KPVF,US,US,1
KOAR,KS03,US,US,1
KOAR,KSDL,US,US,1
KOAR,KSDM,US,US,1
KOAR,KSLC,US,US,1
KOAR,KSMX,US,US,1
KOAR,KUGN,US,US,1
KOAR,KYIP,US,US,1
KOBI,2DE2,US,US,1
KOBI,3NJ9,US,US,1
KOBI,5PN7,US,US,1
KOBI,92NJ,US,US,1
KOBI,K17N,US,US,1
KOBI,K19N,US,US,1
KOCF,32FA,US,US,1
KOCF,3FD4,US,US,1
KOCF,KRSW,US,US,1
KOCF,KDMW,US,US,1
KOCF,FL28,US,US,1
KOCF,FL57,US,US,1
KOCF,FL99,US,US,1
KOCF,GA00,US,US,1
KOCF,GA25,US,US,1
KOCF,II69,US,US,1
KOCF,JY39,US,US,1
KOCF,K42J,US,US,1
KOCF,K47A,US,US,1
KOCF,KAPF,US,US,1
KOCF,KATL,US,US,1
KOCF,KBED,US,US,1
KOCF,KDTS,US,US,1
KOCF,40FL,US,US,1
KOCF,KENW,US,US,1
KOCF,KFTW,US,US,1
KOCF,KFTY,US,US,1
KOCF,KGNV,US,US,1
KOCF,KHOT,US,US,1
KOCF,KHOU,US,US,1
KOCF,KIAD,US,US,1
KOCF,KLZU,US,US,1
KOCF,KNPA,US,US,1
KOCF,KORL,US,US,1
KOCF,KPCM,US,US,1
KOCF,KPNE,US,US,1
KOCF,FL10,US,US,1
KOCF,FL00,US,US,1
KOCF,FD81,US,US,1
KOCF,FD48,US,US,1
KOCF,47FD,US,US,1
KOCF,52FA,US,US,1
KOCF,5FA1,US,US,1
KOCF,5FD7,US,US,1
KOCF,5PA3,US,US,1
KOCF,61NC,US,US,1
KOCF,6FD2,US,US,1
KOCF,6FD6,US,US,1
KOCF,6FL0,US,US,1
KOCF,6FL4,US,US,1
KOCF,71NC,US,US,1
KOCF,95FD,US,US,1
KOCF,96FL,US,US,1
KOCF,9FD2,US,US,1
KOCF,AL27,US,US,1
KOCF,FA08,US,US,1
KOCF,FA09,US,US,1
KOCF,FA18,US,US,1
KOCF,FA30,US,US,1
KOCF,FA38,US,US,1
KOCF,FA71,US,US,1
KOCF,FA83,US,US,1
KOCF,FD14,US,US,1
KOCF,FD27,US,US,1
KO61,KSNS,US,US,1
KO61,KO88,US,US,1
KO61,KO69,US,US,1
KNUQ,KACK,US,US,1
KNUN,TA59,US,US,1
KNUN,XS39,US,US,1
KNUQ,0CA4,US,US,1
KNUQ,53GA,US,US,1
KNUQ,60CO,US,US,1
KNUQ,8CL9,US,US,1
KNUQ,9CL2,US,US,1
KNUQ,AZ67,US,US,1
KNUQ,CA22,US,US,1
KNUQ,CA66,US,US,1
KNUQ,CL84,US,US,1
KNUQ,KADS,US,US,1
KNUN,KVDF,US,US,1
KNUQ,KANE,US,US,1
KNUQ,KBEH,US,US,1
KNUQ,KBWI,US,US,1
KNUQ,KCCR,US,US,1
KNUQ,KCOE,US,US,1
KNUQ,KDWA,US,US,1
KNUQ,KHND,US,US,1
KNUQ,KHOU,US,US,1
KNUQ,KHPN,US,US,1
KNUQ,KIAH,US,US,1
KNUQ,KIND,US,US,1
KNUQ,KIWA,US,US,1
KNUN,TA03,US,US,1
KNUN,KT31,US,US,1
KO61,KO60,US,US,1
KNUN,K20A,US,US,1
KNUN,85FL,US,US,1
KNUN,8FD3,US,US,1
KNUN,95IN,US,US,1
KNUN,AL34,US,US,1
KNUN,AL69,US,US,1
KNUN,AL72,US,US,1
KNUN,AL88,US,US,1
KNUN,AL92,US,US,1
KNUN,AL97,US,US,1
KNUN,FD82,US,US,1
KNUN,K0J4,US,US,1
KNUN,K0R1,US,US,1
KNUN,K2R4,US,US,1
KNUN,KSGF,US,US,1
KNUN,K5R4,US,US,1
KNUN,KBFM,US,US,1
KNUN,KCLT,US,US,1
KNUN,KDCA,US,US,1
